name_ru,name_en,year
Весна вперед,Spring Forward,1999
Бегать,Run,1991
"Летнее место","Summer Place, A",1959
"Ночь в опере","Night at the Opera, A",1935
"Элемент преступности, (элемент преступности)","Element of Crime, The (Forbrydelsens Element)",1984
"Кулер","Cooler, The",2003
В Америке,In America,2002
Моя плоть и кровь,My Flesh and Blood,2003
Мед,Honey,2003
"Последний самурай","Last Samurai, The",2003
Большая рыба,Big Fish,2003
Что -то должно дать,Something's Gotta Give,2003
Застрял на тебе,Stuck on You,2003
Девушка с жемчужной серьгой,Girl with a Pearl Earring,2003
"Властелин колец: возвращение царя","Lord of the Rings: The Return of the King, The",2003
Мона Лиза улыбается,Mona Lisa Smile,2003
Календарь девушки,Calendar Girls,2003
"Туман войны: одиннадцать уроков из жизни Роберта С. Макнамара","Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",2003
Дом песка и туман,House of Sand and Fog,2003
Монстр,Monster,2003
Оптом дешевле,Cheaper by the Dozen,2003
Холодная гора,Cold Mountain,2003
Зарплата,Paycheck,2003
Питер Пен,Peter Pan,2003
"Компания","Company, The",2003
Японская история,Japanese Story,2003
Погоня за свободой,Chasing Liberty,2004
Эйлин: Жизнь и смерть серийного убийцы,Aileen: Life and Death of a Serial Killer,2003
А вот и Полли,Along Came Polly,2004
Крутящий момент,Torque,2004
Багровое золото,Crimson Gold (Talaye sorgh),2003
Усама,Osama,2003
"Великий Гэтсби","Great Gatsby, The",1974
грозовой перевал,Wuthering Heights,1992
Корабль дураков,Ship of Fools,1965
Это свойство осуждено,This Property is Condemned,1966
Джейн Эйр,Jane Eyre,1970
Винить в этом на колонне,Blame It on the Bellboy,1992
Только сильный,Only the Strong,1993
"Приключения Форда Фэрлейна","Adventures of Ford Fairlane, The",1990
Помимо повторного анализа,Beyond Re-Animator,2003
"Ветер и лев","Wind and the Lion, The",1975
Mon Oncle (мой дядя),Mon Oncle (My Uncle),1958
Доктор Джекилл и мистер Хайд,Dr. Jekyll and Mr. Hyde,1941
"Праздник мистера Хуло (праздник мистера Хуло) (Отпуск мистера Хуло, Лес)","M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",1953
Люди будут говорить,People Will Talk,1951
Я была мужской невестой.,I Was a Male War Bride,1949
Иметь и не иметь,To Have and Have Not,1944
Высокая Сьерра,High Sierra,1941
Темный проход,Dark Passage,1947
"Инцидент с волом","Ox-Bow Incident, The",1943
Они едут ночью,They Drive by Night,1940
Reefer Madness (a.k.a. расскажите своим детям),Reefer Madness (a.k.a. Tell Your Children),1938
Д.О.,D.O.A.,1950
Перекачивание железа,Pumping Iron,1977
Крутой мир,Cool World,1992
"Дорога","Strada, La",1954
Положение Tekiku R (убийца 1),Ichi the Killer (Koroshiya 1),2001
"Мальчик и его собака","Boy and His Dog, A",1975
Пепел и бриллианты (Popiól I Diation),Ashes and Diamonds (Popiól i diament),1958
Непереносимость: борьба любви на протяжении веков,Intolerance: Love's Struggle Throughout the Ages,1916
Измученный,Tormented,1960
Читти Читти Банг Банг,Chitty Chitty Bang Bang,1968
"Сурията (он же Легенда о Сурхи, т)","Suriyothai (a.k.a. Legend of Suriyothai, The)",2001
Куда у вас приведет день,Where the Day Takes You,1992
Эффект бабочки,The Butterfly Effect,2004
Выиграй свидание с Тэдом Гамильтоном!,Win a Date with Tad Hamilton!,2004
Касаясь пустоты,Touching the Void,2003
"Большой отскок","Big Bounce, The",2004
"Идеальный счет","Perfect Score, The",2004
Тебе обслуживали,You Got Served,2004
Последние дни,Latter Days,2003
Barbershop 2: Вернуться в бизнес,Barbershop 2: Back in Business,2004
Поймать этого ребенка,Catch That Kid,2004
Чудо,Miracle,2004
Удивительная пара,An Amazing Couple,2002
Мечтатели,"Dreamers, The",2003
"Потерянный скелет Кадавра","Lost Skeleton of Cadavra, The",2002
"Хип -хоп ведьма, да","Hip Hop Witch, Da",2000
Тринадцать,Thirteen,2003
Лучшая защита,Best Defense,1984
50 первых дат,50 First Dates,2004
Добро пожаловать в Mooseport,Welcome to Mooseport,2004
Кухонные истории (гимны с кухни),Kitchen Stories (Salmer fra kjøkkenet),2003
Мистер Ибрагим (мистер Ибрагим и цветы Корана),Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),2003
Дневник деревенского священника (журнал священника кампании),Diary of a Country Priest (Journal d'un curé de campagne),1951
"Вор Багдада","Thief of Bagdad, The",1924
Дневник Энны Франк,The Diary of Anne Frank,1959
Не слишком весело,Allegro non troppo,1977
Черная вдова,Black Widow,1987
"Закон Ирода (Ирод Лоу, Лос -Анджелес)","Herod's Law (Ley de Herodes, La)",2000
Плоть и кровь,Flesh & Blood,1985
Шахты короля Соломона,King Solomon's Mines,1985
Сырая сделка,Raw Deal,1986
"Прощай, мистер Чипс","Goodbye, Mr. Chips",1939
"Следуй за мной, мальчики!","Follow Me, Boys!",1966
Против канатов,Against the Ropes,2004
Признания королевы подростковой драмы,Confessions of a Teenage Drama Queen,2004
Eurotrip,EuroTrip,2004
"Страсть Христа","Passion of the Christ, The",2004
Клуб страх,Club Dread,2004
Грязные танцы: гавана ночи,Dirty Dancing: Havana Nights,2004
Искаженный,Twisted,2004
"До свидания, Ленин!","Good bye, Lenin!",2003
Идальго,Hidalgo,2004
Старский и Хатч,Starsky & Hutch,2004
"Расчет","Reckoning, The",2004
Личность,Persona,1966
"Страсть Анны, (страсть, en)","Passion of Anna, The (Passion, En)",1969
"Ворон, Ле (Ворон,)","Corbeau, Le (Raven, The)",1943
Пикап на Саут -стрит,Pickup on South Street,1953
"Проклятый, (падение богов)","Damned, The (La Caduta degli dei)",1969
Только один из парней,Just One of the Guys,1985
"Неправильная рука закона","Wrong Arm of the Law, The",1963
Агент Коди Бэнкс 2: Пункт Лондона,Agent Cody Banks 2: Destination London,2004
"Девушка по соседству","Girl Next Door, The",2004
Секретное окно,Secret Window,2004
Спартанский,Spartan,2004
Сломанные крылья (Кнафаим Швуро),Broken Wings (Knafayim Shvurot),2002
Уилбур хочет покончить с собой,Wilbur Wants to Kill Himself,2002
Безумная собака и слава,Mad Dog and Glory,1993
Пейтон Плейс,Peyton Place,1957
Рассвет мертвецов,Dawn of the Dead,2004
Вечное сияние чистого разума,Eternal Sunshine of the Spotless Mind,2004
Взяв жизнь,Taking Lives,2004
Перерыв,Intermission,2003
Джерси девушка,Jersey Girl,2004
"Ледикиллеры","Ladykillers, The",2004
Никогда не умри один,Never Die Alone,2004
Scooby-Doo 2: Monsters развязаны,Scooby-Doo 2: Monsters Unleashed,2004
Догвилл,Dogville,2003
Нед Келли,Ned Kelly,2003
Хеллбой,Hellboy,2004
"Принц и я","Prince & Me, The",2004
Широко шагая,Walking Tall,2004
"Соединенные Штаты Леланда","United States of Leland, The",2003
Аламо,The Alamo,2004
Зачарованная Элла,Ella Enchanted,2004
"Целые десять ярдов","Whole Ten Yards, The",2004
Я не боюсь (я не боюсь),I'm Not Scared (Io non ho paura),2003
"Десять заповедей","Ten Commandments, The",1956
Рассвет мертвецов,Dawn of the Dead,1978
Добыча для рок -н -ролла,Prey for Rock & Roll,2003
Эти великолепные люди в своих летающих машинах,Those Magnificent Men in Their Flying Machines,1965
Оптом дешевле,Cheaper by the Dozen,1950
Сцены из брака (сцены брака),Scenes From a Marriage (Scener ur ett äktenskap),1973
Закуски,Munchies,1987
Иду в стиле,Going in Style,1979
После нескольких часов,After Hours,1985
Убить Билл: Vol.2,Kill Bill: Vol. 2,2004
"Каратель","Punisher, The",2004
Скрепки,Paper Clips,2004
Эта так называемая катастрофа,This So-Called Disaster,2003
13 Проходит 30,13 Going on 30,2004
Человек в огне,Man on Fire,2004
Завидовать,Envy,2004
Годовая,Godsend,2004
Законы притяжения,Laws of Attraction,2004
Дрянные девчонки,Mean Girls,2004
Ван Хельсинг,Van Helsing,2004
"Бой","Mudge Boy, The",2003
Нарушать все правила,Breakin' All the Rules,2004
Трой,Troy,2004
Карандиру,Carandiru,2003
Кофе и сигареты,Coffee and Cigarettes,2003
Глаз увидимся (D-Tox),Eye See You (D-Tox),2002
Смотреть на Рейн,Watch on the Rhine,1943
Вражеская шахта,Enemy Mine,1985
Введите дракон,Enter the Dragon,1973
Happy Together (a.k.a. Buenos Aires Affair) (Chun Gwong Cha Sit),Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),1997
Генри и июнь,Henry & June,1990
Мартин,Martin,1977
"Три лица Евы","Three Faces of Eve, The",1957
100 девушек,100 Girls,2000
Неудачный,Fail-Safe,1964
Бумажный дом,Paperhouse,1988
Доберманн,Dobermann,1997
"K Внешний сингл (Кай, но)",Kwaidan (Kaidan),1964
